Provider,PotentialFraud,Fraud,InpatientClaimCount,AvgInpatientReimbursement,TotalInpatientReimbursement,AvgInpatientDeductible,AvgLengthOfStay,OutpatientClaimCount,AvgOutpatientReimbursement,TotalOutpatientReimbursement,AvgOutpatientDeductible,TotalClaimCount,TotalReimbursement,InpatientToOutpatientRatio
PRV54370,No,0,0,0.0,0.0,0.0,0.0,181,233.53591160220995,42270.0,2.707182320441989,181,42270.0,0.0
PRV54371,No,0,0,0.0,0.0,0.0,0.0,31,267.0967741935484,8280.0,1.6129032258064515,31,8280.0,0.0
PRV54372,Yes,1,21,9952.380952380952,209000.0,1068.0,6.238095238095238,1596,290.7268170426065,464000.0,2.62531328320802,1617,673000.0,0.013157894736842105
PRV54373,No,0,1,5000.0,5000.0,1068.0,3.0,7,118.57142857142857,830.0,0.0,8,5830.0,0.14285714285714285
PRV54374,No,0,0,0.0,0.0,0.0,0.0,854,327.89227166276345,280020.0,2.65807962529274,854,280020.0,0.0
PRV54375,No,0,16,8187.5,131000.0,1068.0,6.375,40,324.75,12990.0,0.25,56,143990.0,0.4
PRV54377,No,0,2,14500.0,29000.0,1068.0,2.5,18,228.33333333333334,4110.0,5.0,20,33110.0,0.1111111111111111
PRV54378,No,0,18,10388.888888888889,187000.0,1068.0,5.388888888888889,61,221.47540983606558,13510.0,6.557377049180328,79,200510.0,0.29508196721311475
PRV54379,No,0,27,8888.888888888889,240000.0,1068.0,4.185185185185185,88,393.97727272727275,34670.0,2.840909090909091,115,274670.0,0.3068181818181818
PRV54380,No,0,2,8000.0,16000.0,1068.0,10.0,10,94.0,940.0,0.0,12,16940.0,0.2
PRV54381,No,0,13,10438.461538461539,135700.0,1068.0,4.3076923076923075,116,238.8793103448276,27710.0,2.2413793103448274,129,163410.0,0.11206896551724138
PRV54382,Yes,1,64,10109.6875,647020.0,1068.0,5.390625,191,266.020942408377,50810.0,1.8848167539267016,255,697830.0,0.33507853403141363
PRV54383,No,0,0,0.0,0.0,0.0,0.0,29,188.6206896551724,5470.0,0.0,29,5470.0,0.0
PRV54384,No,0,2,18500.0,37000.0,1068.0,4.0,26,280.0,7280.0,0.0,28,44280.0,0.07692307692307693
PRV54387,No,0,0,0.0,0.0,0.0,0.0,415,274.0,113710.0,3.108433734939759,415,113710.0,0.0
PRV54388,Yes,1,5,5400.0,27000.0,1068.0,6.0,70,269.14285714285717,18840.0,1.0,75,45840.0,0.07142857142857142
PRV54389,No,0,0,0.0,0.0,0.0,0.0,56,456.9642857142857,25590.0,1.7857142857142858,56,25590.0,0.0
PRV54390,No,0,37,9000.0,333000.0,1068.0,7.405405405405405,57,276.49122807017545,15760.0,1.2280701754385965,94,348760.0,0.6491228070175439
PRV54391,Yes,1,21,7523.809523809524,158000.0,1068.0,4.428571428571429,297,266.7676767676768,79230.0,1.2121212121212122,318,237230.0,0.0707070707070707
PRV54392,No,0,0,0.0,0.0,0.0,0.0,35,138.85714285714286,4860.0,0.5714285714285714,35,4860.0,0.0
PRV54393,No,0,5,5400.0,27000.0,1068.0,7.2,70,301.2857142857143,21090.0,6.142857142857143,75,48090.0,0.07142857142857142
PRV54396,No,0,1,10000.0,10000.0,1068.0,5.0,43,391.6279069767442,16840.0,1.3953488372093024,44,26840.0,0.023255813953488372
PRV54399,Yes,1,13,12384.615384615385,161000.0,1068.0,8.153846153846153,336,303.6904761904762,102040.0,2.5595238095238093,349,263040.0,0.03869047619047619
PRV54400,No,0,0,0.0,0.0,0.0,0.0,96,291.9791666666667,28030.0,0.20833333333333334,96,28030.0,0.0
PRV54401,No,0,0,0.0,0.0,0.0,0.0,22,137.27272727272728,3020.0,0.0,22,3020.0,0.0
PRV54402,No,0,6,9666.666666666666,58000.0,1068.0,4.5,50,330.4,16520.0,2.2,56,74520.0,0.12
PRV54403,No,0,0,0.0,0.0,0.0,0.0,12,156.66666666666666,1880.0,8.333333333333334,12,1880.0,0.0
PRV54404,No,0,2,3000.0,6000.0,1068.0,8.0,264,291.969696969697,77080.0,3.9015151515151514,266,83080.0,0.007575757575757576
PRV54407,No,0,0,0.0,0.0,0.0,0.0,19,133.68421052631578,2540.0,1.0526315789473684,19,2540.0,0.0
PRV54408,No,0,2,5000.0,10000.0,1068.0,3.5,104,414.8076923076923,43140.0,0.38461538461538464,106,53140.0,0.019230769230769232
PRV54409,No,0,5,6400.0,32000.0,1068.0,3.6,14,225.71428571428572,3160.0,0.0,19,35160.0,0.35714285714285715
PRV54410,No,0,0,0.0,0.0,0.0,0.0,37,279.72972972972974,10350.0,1.3513513513513513,37,10350.0,0.0
PRV54411,No,0,1,2000.0,2000.0,1068.0,4.0,21,289.04761904761904,6070.0,8.095238095238095,22,8070.0,0.047619047619047616
PRV54412,No,0,0,0.0,0.0,0.0,0.0,70,175.42857142857142,12280.0,0.42857142857142855,70,12280.0,0.0
PRV54413,No,0,0,0.0,0.0,0.0,0.0,20,157.5,3150.0,2.0,20,3150.0,0.0
PRV54414,No,0,1,13000.0,13000.0,1068.0,4.0,29,647.5862068965517,18780.0,7.586206896551724,30,31780.0,0.034482758620689655
PRV54415,No,0,0,0.0,0.0,0.0,0.0,27,264.0740740740741,7130.0,7.777777777777778,27,7130.0,0.0
PRV54416,No,0,0,0.0,0.0,0.0,0.0,17,463.52941176470586,7880.0,0.0,17,7880.0,0.0
PRV54419,No,0,0,0.0,0.0,0.0,0.0,28,177.5,4970.0,0.0,28,4970.0,0.0
PRV54420,No,0,0,0.0,0.0,0.0,0.0,1,300.0,300.0,0.0,1,300.0,0.0
PRV54421,No,0,0,0.0,0.0,0.0,0.0,65,223.53846153846155,14530.0,1.5384615384615385,65,14530.0,0.0
PRV54422,No,0,0,0.0,0.0,0.0,0.0,15,183.33333333333334,2750.0,0.0,15,2750.0,0.0
PRV54423,No,0,0,0.0,0.0,0.0,0.0,93,241.72043010752688,22480.0,4.193548387096774,93,22480.0,0.0
PRV54424,No,0,0,0.0,0.0,0.0,0.0,2,75.0,150.0,0.0,2,150.0,0.0
PRV54425,No,0,4,18250.0,73000.0,1068.0,9.25,14,92.85714285714286,1300.0,0.0,18,74300.0,0.2857142857142857
PRV54426,No,0,9,10666.666666666666,96000.0,1068.0,5.888888888888889,15,292.6666666666667,4390.0,0.0,24,100390.0,0.6
PRV54427,No,0,0,0.0,0.0,0.0,0.0,62,189.3548387096774,11740.0,4.67741935483871,62,11740.0,0.0
PRV54429,No,0,3,9666.666666666666,29000.0,1068.0,3.6666666666666665,62,357.5806451612903,22170.0,3.7096774193548385,65,51170.0,0.04838709677419355
PRV54430,No,0,0,0.0,0.0,0.0,0.0,64,201.5625,12900.0,6.875,64,12900.0,0.0
PRV54431,No,0,0,0.0,0.0,0.0,0.0,9,175.55555555555554,1580.0,0.0,9,1580.0,0.0
PRV54432,No,0,0,0.0,0.0,0.0,0.0,5,222.0,1110.0,0.0,5,1110.0,0.0
PRV54433,No,0,0,0.0,0.0,0.0,0.0,14,288.57142857142856,4040.0,0.0,14,4040.0,0.0
PRV54434,No,0,2,8500.0,17000.0,1068.0,18.0,40,295.75,11830.0,4.25,42,28830.0,0.05
PRV54435,No,0,0,0.0,0.0,0.0,0.0,11,389.09090909090907,4280.0,0.0,11,4280.0,0.0
PRV54436,No,0,0,0.0,0.0,0.0,0.0,2,1100.0,2200.0,0.0,2,2200.0,0.0
PRV54437,No,0,0,0.0,0.0,0.0,0.0,14,230.71428571428572,3230.0,0.0,14,3230.0,0.0
PRV54438,No,0,0,0.0,0.0,0.0,0.0,272,226.5808823529412,61630.0,2.610294117647059,272,61630.0,0.0
PRV54439,No,0,0,0.0,0.0,0.0,0.0,3,63.333333333333336,190.0,0.0,3,190.0,0.0
PRV54441,No,0,0,0.0,0.0,0.0,0.0,4,120.0,480.0,0.0,4,480.0,0.0
PRV54442,No,0,0,0.0,0.0,0.0,0.0,68,372.05882352941177,25300.0,1.0294117647058822,68,25300.0,0.0
PRV54443,No,0,0,0.0,0.0,0.0,0.0,61,445.9016393442623,27200.0,5.081967213114754,61,27200.0,0.0
PRV54444,No,0,0,0.0,0.0,0.0,0.0,27,361.85185185185185,9770.0,5.185185185185185,27,9770.0,0.0
PRV54448,No,0,0,0.0,0.0,0.0,0.0,23,292.17391304347825,6720.0,2.608695652173913,23,6720.0,0.0
PRV54449,No,0,0,0.0,0.0,0.0,0.0,1,50.0,50.0,0.0,1,50.0,0.0
PRV54450,No,0,0,0.0,0.0,0.0,0.0,10,579.0,5790.0,0.0,10,5790.0,0.0
PRV54451,No,0,0,0.0,0.0,0.0,0.0,13,639.2307692307693,8310.0,5.384615384615385,13,8310.0,0.0
PRV54452,No,0,0,0.0,0.0,0.0,0.0,5,104.0,520.0,18.0,5,520.0,0.0
PRV54454,No,0,0,0.0,0.0,0.0,0.0,171,263.39181286549706,45040.0,2.456140350877193,171,45040.0,0.0
PRV54455,No,0,0,0.0,0.0,0.0,0.0,6,231.66666666666666,1390.0,0.0,6,1390.0,0.0
PRV54456,No,0,0,0.0,0.0,0.0,0.0,8,171.25,1370.0,0.0,8,1370.0,0.0
PRV54457,No,0,0,0.0,0.0,0.0,0.0,16,138.75,2220.0,0.0,16,2220.0,0.0
PRV54459,No,0,0,0.0,0.0,0.0,0.0,9,342.22222222222223,3080.0,0.0,9,3080.0,0.0
PRV54460,No,0,5,9400.0,47000.0,1068.0,4.4,0,0.0,0.0,0.0,5,47000.0,5.0
PRV54461,No,0,12,12666.666666666666,152000.0,1068.0,5.583333333333333,0,0.0,0.0,0.0,12,152000.0,12.0
PRV54462,No,0,0,0.0,0.0,0.0,0.0,80,204.125,16330.0,1.5,80,16330.0,0.0
PRV54463,No,0,0,0.0,0.0,0.0,0.0,3,670.0,2010.0,0.0,3,2010.0,0.0
PRV54465,No,0,0,0.0,0.0,0.0,0.0,9,401.1111111111111,3610.0,15.555555555555555,9,3610.0,0.0
PRV54466,No,0,0,0.0,0.0,0.0,0.0,3,40.0,120.0,0.0,3,120.0,0.0
PRV54467,No,0,0,0.0,0.0,0.0,0.0,7,197.14285714285714,1380.0,0.0,7,1380.0,0.0
PRV54468,No,0,0,0.0,0.0,0.0,0.0,21,81.42857142857143,1710.0,0.0,21,1710.0,0.0
PRV54469,No,0,0,0.0,0.0,0.0,0.0,11,299.09090909090907,3290.0,0.0,11,3290.0,0.0
PRV54471,No,0,0,0.0,0.0,0.0,0.0,46,363.04347826086956,16700.0,0.21739130434782608,46,16700.0,0.0
PRV54472,No,0,0,0.0,0.0,0.0,0.0,32,509.375,16300.0,5.0,32,16300.0,0.0
PRV54473,No,0,0,0.0,0.0,0.0,0.0,19,580.0,11020.0,0.0,19,11020.0,0.0
PRV54475,No,0,0,0.0,0.0,0.0,0.0,151,285.5629139072848,43120.0,2.3178807947019866,151,43120.0,0.0
PRV54477,No,0,0,0.0,0.0,0.0,0.0,100,343.1,34310.0,5.5,100,34310.0,0.0
PRV54478,No,0,0,0.0,0.0,0.0,0.0,64,337.34375,21590.0,0.0,64,21590.0,0.0
PRV54479,No,0,0,0.0,0.0,0.0,0.0,17,508.2352941176471,8640.0,0.0,17,8640.0,0.0
PRV54480,No,0,6,6666.666666666667,40000.0,1068.0,3.5,0,0.0,0.0,0.0,6,40000.0,6.0
PRV54481,No,0,0,0.0,0.0,0.0,0.0,8,236.25,1890.0,12.5,8,1890.0,0.0
PRV54482,No,0,0,0.0,0.0,0.0,0.0,6,61.666666666666664,370.0,0.0,6,370.0,0.0
PRV54483,No,0,0,0.0,0.0,0.0,0.0,13,90.0,1170.0,10.76923076923077,13,1170.0,0.0
PRV54486,No,0,0,0.0,0.0,0.0,0.0,28,286.07142857142856,8010.0,0.0,28,8010.0,0.0
PRV54489,No,0,0,0.0,0.0,0.0,0.0,14,450.0,6300.0,0.0,14,6300.0,0.0
PRV54490,No,0,0,0.0,0.0,0.0,0.0,23,93.91304347826087,2160.0,3.9130434782608696,23,2160.0,0.0
PRV54491,No,0,0,0.0,0.0,0.0,0.0,14,623.5714285714286,8730.0,6.428571428571429,14,8730.0,0.0
PRV54496,No,0,0,0.0,0.0,0.0,0.0,8,295.0,2360.0,12.5,8,2360.0,0.0
PRV54497,No,0,5,10200.0,51000.0,1068.0,4.2,0,0.0,0.0,0.0,5,51000.0,5.0
PRV54498,No,0,1,12000.0,12000.0,1068.0,6.0,0,0.0,0.0,0.0,1,12000.0,1.0
PRV54499,No,0,1,11000.0,11000.0,1068.0,1.0,0,0.0,0.0,0.0,1,11000.0,1.0
PRV54500,No,0,2,12500.0,25000.0,1068.0,13.5,0,0.0,0.0,0.0,2,25000.0,2.0
PRV54501,No,0,3,13333.333333333334,40000.0,1068.0,3.0,0,0.0,0.0,0.0,3,40000.0,3.0
PRV54502,No,0,3,18333.333333333332,55000.0,1068.0,11.333333333333334,0,0.0,0.0,0.0,3,55000.0,3.0
PRV54503,No,0,1,8000.0,8000.0,1068.0,8.0,0,0.0,0.0,0.0,1,8000.0,1.0
PRV54504,Yes,1,44,9463.636363636364,416400.0,1068.0,3.909090909090909,76,243.68421052631578,18520.0,1.0526315789473684,120,434920.0,0.5789473684210527
PRV54505,Yes,1,5,10000.0,50000.0,1068.0,6.4,33,155.75757575757575,5140.0,3.0303030303030303,38,55140.0,0.15151515151515152
PRV54506,No,0,2,7000.0,14000.0,1068.0,3.0,131,256.25954198473283,33570.0,3.282442748091603,133,47570.0,0.015267175572519083
PRV54507,No,0,38,8736.842105263158,332000.0,1068.0,4.842105263157895,70,333.0,23310.0,1.7142857142857142,108,355310.0,0.5428571428571428
PRV54508,No,0,0,0.0,0.0,0.0,0.0,90,366.77777777777777,33010.0,4.0,90,33010.0,0.0
PRV54509,No,0,0,0.0,0.0,0.0,0.0,4,62.5,250.0,0.0,4,250.0,0.0
PRV54510,No,0,0,0.0,0.0,0.0,0.0,149,276.8456375838926,41250.0,3.422818791946309,149,41250.0,0.0
PRV54511,No,0,0,0.0,0.0,0.0,0.0,32,271.5625,8690.0,0.0,32,8690.0,0.0
PRV54514,Yes,1,48,11595.833333333334,556600.0,1068.0,5.583333333333333,339,257.8466076696165,87410.0,2.0648967551622417,387,644010.0,0.1415929203539823
PRV54515,No,0,0,0.0,0.0,0.0,0.0,67,339.55223880597015,22750.0,2.6865671641791047,67,22750.0,0.0
PRV54517,No,0,0,0.0,0.0,0.0,0.0,45,125.77777777777777,5660.0,1.7777777777777777,45,5660.0,0.0
PRV54519,No,0,0,0.0,0.0,0.0,0.0,15,302.6666666666667,4540.0,10.0,15,4540.0,0.0
PRV54520,No,0,0,0.0,0.0,0.0,0.0,15,538.6666666666666,8080.0,8.0,15,8080.0,0.0
PRV54521,No,0,0,0.0,0.0,0.0,0.0,64,497.5,31840.0,4.375,64,31840.0,0.0
PRV54522,No,0,0,0.0,0.0,0.0,0.0,2,1015.0,2030.0,0.0,2,2030.0,0.0
PRV54523,No,0,0,0.0,0.0,0.0,0.0,1,90.0,90.0,0.0,1,90.0,0.0
PRV54524,No,0,0,0.0,0.0,0.0,0.0,21,135.23809523809524,2840.0,0.0,21,2840.0,0.0
PRV54526,No,0,0,0.0,0.0,0.0,0.0,46,222.3913043478261,10230.0,1.7391304347826086,46,10230.0,0.0
PRV54528,No,0,0,0.0,0.0,0.0,0.0,23,248.2608695652174,5710.0,0.0,23,5710.0,0.0
PRV54529,No,0,0,0.0,0.0,0.0,0.0,5,32.0,160.0,14.0,5,160.0,0.0
PRV54530,No,0,0,0.0,0.0,0.0,0.0,13,198.46153846153845,2580.0,3.8461538461538463,13,2580.0,0.0
PRV54531,No,0,1,5000.0,5000.0,1068.0,3.0,29,311.37931034482756,9030.0,3.4482758620689653,30,14030.0,0.034482758620689655
PRV54535,No,0,0,0.0,0.0,0.0,0.0,34,208.52941176470588,7090.0,2.9411764705882355,34,7090.0,0.0
PRV54536,No,0,0,0.0,0.0,0.0,0.0,13,376.15384615384613,4890.0,0.0,13,4890.0,0.0
PRV54537,No,0,0,0.0,0.0,0.0,0.0,60,374.5,22470.0,3.3333333333333335,60,22470.0,0.0
PRV54538,No,0,0,0.0,0.0,0.0,0.0,48,444.375,21330.0,10.0,48,21330.0,0.0
PRV54539,No,0,0,0.0,0.0,0.0,0.0,69,262.7536231884058,18130.0,4.492753623188406,69,18130.0,0.0
PRV54540,Yes,1,0,0.0,0.0,0.0,0.0,20,484.5,9690.0,5.0,20,9690.0,0.0
PRV54541,No,0,2,2500.0,5000.0,1068.0,2.5,5,210.0,1050.0,0.0,7,6050.0,0.4
PRV54542,No,0,5,6600.0,33000.0,1068.0,6.4,15,161.33333333333334,2420.0,5.333333333333333,20,35420.0,0.3333333333333333
PRV54543,Yes,1,3,13000.0,39000.0,1068.0,10.333333333333334,14,178.57142857142858,2500.0,18.571428571428573,17,41500.0,0.21428571428571427
PRV54544,No,0,0,0.0,0.0,0.0,0.0,28,187.5,5250.0,3.5714285714285716,28,5250.0,0.0
PRV54545,No,0,0,0.0,0.0,0.0,0.0,2,90.0,180.0,0.0,2,180.0,0.0
PRV54546,No,0,0,0.0,0.0,0.0,0.0,6,151.66666666666666,910.0,16.666666666666668,6,910.0,0.0
PRV54547,No,0,0,0.0,0.0,0.0,0.0,3,180.0,540.0,0.0,3,540.0,0.0
PRV54548,No,0,0,0.0,0.0,0.0,0.0,12,157.5,1890.0,0.0,12,1890.0,0.0
PRV54549,No,0,0,0.0,0.0,0.0,0.0,1,40.0,40.0,0.0,1,40.0,0.0
PRV54550,No,0,0,0.0,0.0,0.0,0.0,21,264.2857142857143,5550.0,0.0,21,5550.0,0.0
PRV54551,No,0,0,0.0,0.0,0.0,0.0,7,280.0,1960.0,0.0,7,1960.0,0.0
PRV54552,No,0,0,0.0,0.0,0.0,0.0,45,252.66666666666666,11370.0,4.444444444444445,45,11370.0,0.0
PRV54553,No,0,0,0.0,0.0,0.0,0.0,18,207.77777777777777,3740.0,0.0,18,3740.0,0.0
PRV54554,No,0,0,0.0,0.0,0.0,0.0,26,268.84615384615387,6990.0,0.0,26,6990.0,0.0
PRV54555,No,0,6,8500.0,51000.0,1068.0,7.0,0,0.0,0.0,0.0,6,51000.0,6.0
PRV54557,Yes,1,0,0.0,0.0,0.0,0.0,564,279.9468085106383,157890.0,3.0673758865248226,564,157890.0,0.0
PRV54558,No,0,15,12000.0,180000.0,1068.0,6.2,58,309.82758620689657,17970.0,1.206896551724138,73,197970.0,0.25862068965517243
PRV54559,No,0,24,10208.333333333334,245000.0,1068.0,5.833333333333333,42,251.42857142857142,10560.0,0.47619047619047616,66,255560.0,0.5714285714285714
PRV54560,Yes,1,39,11641.02564102564,454000.0,1068.0,5.538461538461538,58,294.48275862068965,17080.0,0.0,97,471080.0,0.6724137931034483
PRV54561,No,0,25,8652.0,216300.0,1068.0,5.4,161,331.49068322981367,53370.0,2.2360248447204967,186,269670.0,0.15527950310559005
PRV54562,No,0,0,0.0,0.0,0.0,0.0,206,279.1747572815534,57510.0,2.1359223300970873,206,57510.0,0.0
PRV54563,No,0,0,0.0,0.0,0.0,0.0,267,296.14232209737827,79070.0,4.082397003745318,267,79070.0,0.0
PRV54564,No,0,0,0.0,0.0,0.0,0.0,803,286.1519302615193,229780.0,2.8019925280199254,803,229780.0,0.0
PRV54565,No,0,39,9948.71794871795,388000.0,1068.0,5.794871794871795,91,265.16483516483515,24130.0,2.197802197802198,130,412130.0,0.42857142857142855
PRV54566,Yes,1,40,17100.0,684000.0,1068.0,6.6,268,267.3880597014925,71660.0,1.5671641791044777,308,755660.0,0.14925373134328357
PRV54567,No,0,6,18000.0,108000.0,1068.0,7.333333333333333,51,91.96078431372548,4690.0,1.9607843137254901,57,112690.0,0.11764705882352941
PRV54568,No,0,5,8800.0,44000.0,1068.0,4.2,51,189.01960784313727,9640.0,0.0,56,53640.0,0.09803921568627451
PRV54569,No,0,12,15916.666666666666,191000.0,1068.0,4.75,51,359.80392156862746,18350.0,1.7647058823529411,63,209350.0,0.23529411764705882
PRV54571,No,0,4,12000.0,48000.0,1068.0,6.25,13,200.76923076923077,2610.0,0.0,17,50610.0,0.3076923076923077
PRV54572,No,0,0,0.0,0.0,0.0,0.0,146,363.7671232876712,53110.0,1.8493150684931507,146,53110.0,0.0
PRV54573,No,0,0,0.0,0.0,0.0,0.0,22,270.90909090909093,5960.0,5.454545454545454,22,5960.0,0.0
PRV54574,No,0,0,0.0,0.0,0.0,0.0,35,222.85714285714286,7800.0,3.7142857142857144,35,7800.0,0.0
PRV54575,No,0,32,13843.75,443000.0,1068.0,7.375,240,237.83333333333334,57080.0,2.0833333333333335,272,500080.0,0.13333333333333333
PRV54576,No,0,14,8071.428571428572,113000.0,1068.0,6.285714285714286,2,50.0,100.0,0.0,16,113100.0,7.0
PRV54577,No,0,45,10888.888888888889,490000.0,1068.0,5.533333333333333,16,250.625,4010.0,0.0,61,494010.0,2.8125
PRV54578,No,0,0,0.0,0.0,0.0,0.0,77,313.3766233766234,24130.0,5.064935064935065,77,24130.0,0.0
PRV54579,No,0,0,0.0,0.0,0.0,0.0,2,645.0,1290.0,0.0,2,1290.0,0.0
PRV54580,No,0,0,0.0,0.0,0.0,0.0,30,242.66666666666666,7280.0,2.0,30,7280.0,0.0
PRV54581,No,0,0,0.0,0.0,0.0,0.0,11,196.36363636363637,2160.0,0.0,11,2160.0,0.0
PRV54582,No,0,0,0.0,0.0,0.0,0.0,71,267.0422535211268,18960.0,4.225352112676056,71,18960.0,0.0
PRV54585,No,0,0,0.0,0.0,0.0,0.0,75,301.6,22620.0,4.266666666666667,75,22620.0,0.0
PRV54587,No,0,0,0.0,0.0,0.0,0.0,3,50.0,150.0,0.0,3,150.0,0.0
PRV54588,No,0,0,0.0,0.0,0.0,0.0,63,273.3333333333333,17220.0,1.9047619047619047,63,17220.0,0.0
PRV54589,No,0,0,0.0,0.0,0.0,0.0,11,154.54545454545453,1700.0,0.0,11,1700.0,0.0
PRV54590,No,0,1,16000.0,16000.0,1068.0,2.0,65,195.3846153846154,12700.0,2.769230769230769,66,28700.0,0.015384615384615385
PRV54591,No,0,0,0.0,0.0,0.0,0.0,45,184.0,8280.0,1.7777777777777777,45,8280.0,0.0
PRV54593,No,0,0,0.0,0.0,0.0,0.0,35,313.14285714285717,10960.0,0.8571428571428571,35,10960.0,0.0
PRV54595,No,0,0,0.0,0.0,0.0,0.0,11,692.7272727272727,7620.0,0.0,11,7620.0,0.0
PRV54596,No,0,0,0.0,0.0,0.0,0.0,64,257.65625,16490.0,2.34375,64,16490.0,0.0
PRV54597,No,0,0,0.0,0.0,0.0,0.0,15,333.3333333333333,5000.0,0.6666666666666666,15,5000.0,0.0
PRV54598,No,0,0,0.0,0.0,0.0,0.0,9,112.22222222222223,1010.0,0.0,9,1010.0,0.0
PRV54599,No,0,0,0.0,0.0,0.0,0.0,17,224.7058823529412,3820.0,3.5294117647058822,17,3820.0,0.0
PRV54601,No,0,0,0.0,0.0,0.0,0.0,11,64.54545454545455,710.0,5.454545454545454,11,710.0,0.0
PRV54602,No,0,0,0.0,0.0,0.0,0.0,14,122.14285714285714,1710.0,2.142857142857143,14,1710.0,0.0
PRV54603,No,0,0,0.0,0.0,0.0,0.0,57,283.859649122807,16180.0,4.912280701754386,57,16180.0,0.0
PRV54604,No,0,0,0.0,0.0,0.0,0.0,38,216.8421052631579,8240.0,1.8421052631578947,38,8240.0,0.0
PRV54606,No,0,0,0.0,0.0,0.0,0.0,8,188.75,1510.0,0.0,8,1510.0,0.0
PRV54608,No,0,0,0.0,0.0,0.0,0.0,33,322.72727272727275,10650.0,0.0,33,10650.0,0.0
PRV54609,No,0,0,0.0,0.0,0.0,0.0,45,381.3333333333333,17160.0,3.7777777777777777,45,17160.0,0.0
PRV54610,No,0,0,0.0,0.0,0.0,0.0,45,321.55555555555554,14470.0,4.222222222222222,45,14470.0,0.0
PRV54611,No,0,1,4000.0,4000.0,1068.0,2.0,5,152.0,760.0,20.0,6,4760.0,0.2
PRV54612,No,0,0,0.0,0.0,0.0,0.0,12,93.33333333333333,1120.0,7.5,12,1120.0,0.0
PRV54614,No,0,0,0.0,0.0,0.0,0.0,15,96.0,1440.0,2.6666666666666665,15,1440.0,0.0
PRV54615,No,0,0,0.0,0.0,0.0,0.0,5,62.0,310.0,0.0,5,310.0,0.0
PRV54616,No,0,2,11500.0,23000.0,1068.0,4.0,3,103.33333333333333,310.0,0.0,5,23310.0,0.6666666666666666
PRV54618,No,0,0,0.0,0.0,0.0,0.0,32,318.75,10200.0,5.625,32,10200.0,0.0
PRV54619,No,0,0,0.0,0.0,0.0,0.0,33,294.24242424242425,9710.0,0.0,33,9710.0,0.0
PRV54620,No,0,7,10428.57142857143,73000.0,1068.0,3.857142857142857,6,253.33333333333334,1520.0,0.0,13,74520.0,1.1666666666666667
PRV54621,No,0,0,0.0,0.0,0.0,0.0,1,900.0,900.0,0.0,1,900.0,0.0
PRV54622,No,0,0,0.0,0.0,0.0,0.0,10,89.0,890.0,3.0,10,890.0,0.0
PRV54623,No,0,0,0.0,0.0,0.0,0.0,43,186.74418604651163,8030.0,6.976744186046512,43,8030.0,0.0
PRV54624,No,0,0,0.0,0.0,0.0,0.0,10,1018.0,10180.0,0.0,10,10180.0,0.0
PRV54625,No,0,0,0.0,0.0,0.0,0.0,16,455.625,7290.0,0.0,16,7290.0,0.0
PRV54627,No,0,0,0.0,0.0,0.0,0.0,26,212.69230769230768,5530.0,0.0,26,5530.0,0.0
PRV54628,No,0,0,0.0,0.0,0.0,0.0,4,385.0,1540.0,0.0,4,1540.0,0.0
PRV54629,No,0,0,0.0,0.0,0.0,0.0,3,193.33333333333334,580.0,0.0,3,580.0,0.0
PRV54630,No,0,0,0.0,0.0,0.0,0.0,85,302.11764705882354,25680.0,1.1764705882352942,85,25680.0,0.0
PRV54633,No,0,0,0.0,0.0,0.0,0.0,12,119.16666666666667,1430.0,2.5,12,1430.0,0.0
PRV54634,No,0,0,0.0,0.0,0.0,0.0,32,190.9375,6110.0,5.9375,32,6110.0,0.0
PRV54635,No,0,0,0.0,0.0,0.0,0.0,33,199.6969696969697,6590.0,7.2727272727272725,33,6590.0,0.0
PRV54636,No,0,0,0.0,0.0,0.0,0.0,76,348.6842105263158,26500.0,1.0526315789473684,76,26500.0,0.0
PRV54637,No,0,12,18416.666666666668,221000.0,1068.0,7.916666666666667,0,0.0,0.0,0.0,12,221000.0,12.0
PRV54638,No,0,6,13666.666666666666,82000.0,1068.0,3.5,0,0.0,0.0,0.0,6,82000.0,6.0
PRV54639,No,0,13,8461.538461538461,110000.0,1068.0,4.0,0,0.0,0.0,0.0,13,110000.0,13.0
PRV54640,No,0,7,10285.714285714286,72000.0,1068.0,7.0,12,188.33333333333334,2260.0,3.3333333333333335,19,74260.0,0.5833333333333334
PRV54642,No,0,0,0.0,0.0,0.0,0.0,49,287.9591836734694,14110.0,4.8979591836734695,49,14110.0,0.0
PRV54643,No,0,0,0.0,0.0,0.0,0.0,18,465.55555555555554,8380.0,0.0,18,8380.0,0.0
PRV54644,Yes,1,21,8904.761904761905,187000.0,1068.0,3.761904761904762,46,399.3478260869565,18370.0,0.43478260869565216,67,205370.0,0.45652173913043476
PRV54645,No,0,0,0.0,0.0,0.0,0.0,2,505.0,1010.0,30.0,2,1010.0,0.0
PRV54646,No,0,0,0.0,0.0,0.0,0.0,23,486.0869565217391,11180.0,0.0,23,11180.0,0.0
PRV54649,Yes,1,22,13727.272727272728,302000.0,1068.0,7.2727272727272725,53,246.79245283018867,13080.0,5.471698113207547,75,315080.0,0.41509433962264153
PRV54651,Yes,1,21,12857.142857142857,270000.0,1068.0,5.904761904761905,70,310.85714285714283,21760.0,1.5714285714285714,91,291760.0,0.3
PRV54652,No,0,0,0.0,0.0,0.0,0.0,38,316.3157894736842,12020.0,2.1052631578947367,38,12020.0,0.0
